x={1, 1}, y=1, f(x)=0.47, L=0.75	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.33, L=0.40	
x={1, 1}, y=1, f(x)=0.99, L=0.01	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={1, 1}, y=1, f(x)=0.99, L=0.01	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.33, L=0.40	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={0, 0}, y=0, f(x)=0.32, L=0.39	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.32, L=0.39	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={1, 1}, y=1, f(x)=0.99, L=0.01	
x={1, 1}, y=1, f(x)=0.99, L=0.01	
x={0, 0}, y=0, f(x)=0.32, L=0.38	
x={0, 0}, y=0, f(x)=0.31, L=0.37	
x={1, 0}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.30, L=0.36	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={1, 1}, y=1, f(x)=0.99, L=0.01	
x={1, 0}, y=1, f(x)=0.91, L=0.10	
x={1, 1}, y=1, f(x)=0.99, L=0.01	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=0.99, L=0.01	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.32, L=0.38	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.31, L=0.37	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.30, L=0.36	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.30, L=0.35	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={1, 1}, y=1, f(x)=0.99, L=0.01	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.30, L=0.35	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.29, L=0.35	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={0, 0}, y=0, f(x)=0.29, L=0.35	
x={1, 0}, y=1, f(x)=0.91, L=0.10	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.30, L=0.36	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={0, 0}, y=0, f(x)=0.31, L=0.37	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.31, L=0.37	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.31, L=0.37	
x={0, 0}, y=0, f(x)=0.30, L=0.36	
x={0, 0}, y=0, f(x)=0.29, L=0.35	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.29, L=0.34	
x={0, 0}, y=0, f(x)=0.28, L=0.33	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.28, L=0.33	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={0, 0}, y=0, f(x)=0.28, L=0.33	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.27, L=0.32	
x={1, 0}, y=1, f(x)=0.91, L=0.10	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={0, 0}, y=0, f(x)=0.27, L=0.32	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.27, L=0.32	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.27, L=0.31	
x={0, 0}, y=0, f(x)=0.26, L=0.30	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.26, L=0.30	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.25, L=0.29	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.25, L=0.29	
x={0, 0}, y=0, f(x)=0.24, L=0.28	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={1, 0}, y=1, f(x)=0.90, L=0.11	
x={1, 0}, y=1, f(x)=0.90, L=0.11	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.90, L=0.11	
x={1, 0}, y=1, f(x)=0.90, L=0.10	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={0, 1}, y=1, f(x)=0.88, L=0.13	
x={0, 1}, y=1, f(x)=0.88, L=0.13	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={0, 1}, y=1, f(x)=0.88, L=0.13	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.88, L=0.12	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.23, L=0.27	
x={1, 0}, y=1, f(x)=0.90, L=0.11	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.88, L=0.12	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={1, 0}, y=1, f(x)=0.90, L=0.10	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={0, 0}, y=0, f(x)=0.23, L=0.27	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.90, L=0.10	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.88, L=0.12	
x={1, 0}, y=1, f(x)=0.90, L=0.10	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={1, 0}, y=1, f(x)=0.90, L=0.10	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={1, 0}, y=1, f(x)=0.91, L=0.10	
x={1, 0}, y=1, f(x)=0.91, L=0.10	
x={1, 0}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={0, 0}, y=0, f(x)=0.23, L=0.27	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={0, 1}, y=1, f(x)=0.89, L=0.12	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.91, L=0.10	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.24, L=0.28	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.24, L=0.27	
x={0, 0}, y=0, f(x)=0.23, L=0.27	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.22, L=0.25	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={0, 0}, y=0, f(x)=0.22, L=0.25	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.89, L=0.11	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={0, 0}, y=0, f(x)=0.22, L=0.25	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.22, L=0.25	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.22, L=0.25	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.90, L=0.11	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.23, L=0.26	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.22, L=0.25	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.22, L=0.25	
x={0, 0}, y=0, f(x)=0.22, L=0.25	
x={0, 0}, y=0, f(x)=0.22, L=0.24	
x={0, 0}, y=0, f(x)=0.21, L=0.24	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={0, 0}, y=0, f(x)=0.21, L=0.24	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={0, 0}, y=0, f(x)=0.21, L=0.23	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.21, L=0.24	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.21, L=0.24	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.21, L=0.24	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.21, L=0.23	
x={0, 0}, y=0, f(x)=0.20, L=0.23	
x={0, 0}, y=0, f(x)=0.20, L=0.23	
x={1, 0}, y=1, f(x)=0.91, L=0.10	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={0, 1}, y=1, f(x)=0.90, L=0.10	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.10	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.21, L=0.24	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.21, L=0.24	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.21, L=0.23	
x={0, 0}, y=0, f(x)=0.20, L=0.23	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.21, L=0.23	
x={0, 0}, y=0, f(x)=0.20, L=0.23	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={0, 0}, y=0, f(x)=0.19, L=0.22	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.19, L=0.22	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.20, L=0.22	
x={0, 0}, y=0, f(x)=0.19, L=0.22	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.19, L=0.21	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.19, L=0.21	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.19, L=0.21	
x={0, 0}, y=0, f(x)=0.19, L=0.21	
x={0, 0}, y=0, f(x)=0.18, L=0.20	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.18, L=0.20	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.18, L=0.20	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.18, L=0.20	
x={0, 0}, y=0, f(x)=0.18, L=0.19	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.18, L=0.20	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.18, L=0.20	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.18, L=0.19	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={0, 1}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.91, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.92, L=0.09	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.18, L=0.19	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={0, 0}, y=0, f(x)=0.17, L=0.18	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.17, L=0.18	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.17, L=0.18	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 0}, y=0, f(x)=0.16, L=0.18	
x={1, 0}, y=1, f(x)=0.92, L=0.09	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
x={0, 1}, y=1, f(x)=0.92, L=0.08	
x={1, 0}, y=1, f(x)=0.92, L=0.08	
x={0, 0}, y=0, f(x)=0.17, L=0.19	
x={1, 1}, y=1, f(x)=1.00, L=0.00	
